"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"Model_1 - Copy.nlogo"
"Experiment 4"
"08/25/2024 18:20:55:121 +0530"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-35","35","-35","35"
"[run number]","initial-idea1-holders","initial-idea2-holders","number-of-individuals","average-connections-per-individual","mean-threshold1","mean-threshold2","[step]","count turtles with [ Idea_state = 0 ] / count turtles","count turtles with [ Idea_state = 1 ] / count turtles","count turtles with [ Idea_state = 2 ] / count turtles"
"24010","7","7","300","8","0.55","0.45","19","0.95","0.02666666666666667","0.023333333333333334"
"24018","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24022","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24015","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24023","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24025","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24026","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24028","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24029","7","7","300","8","0.55","0.45","21","0.9533333333333334","0.02","0.02666666666666667"
"24027","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24032","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24031","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24034","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24030","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24024","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24033","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24035","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24036","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24021","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24037","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24040","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24039","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24041","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24044","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24045","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24042","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24046","7","7","300","8","0.55","0.45","19","0.9433333333333334","0.023333333333333334","0.03333333333333333"
"24048","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24047","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24051","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24049","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24050","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24043","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24053","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24038","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24052","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24054","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24055","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24056","7","7","300","8","0.55","0.45","19","0.9466666666666667","0.023333333333333334","0.03"
"24061","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24062","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24060","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24067","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24065","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24059","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24064","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24063","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24068","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24066","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24069","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24057","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24058","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24070","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24071","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24072","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24073","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24075","7","7","300","8","0.55","0.45","19","0.9466666666666667","0.023333333333333334","0.03"
"24080","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24077","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24081","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24084","7","7","300","8","0.55","0.45","19","0.9466666666666667","0.023333333333333334","0.03"
"24078","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24079","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24083","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24085","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24086","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24082","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24087","7","7","300","8","0.55","0.45","19","0.95","0.023333333333333334","0.02666666666666667"
"24088","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24076","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24074","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24090","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24091","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24092","7","7","300","8","0.55","0.45","19","0.9466666666666667","0.023333333333333334","0.03"
"24094","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24093","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24095","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24097","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24098","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24096","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24099","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24089","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24103","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24101","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24104","7","7","300","8","0.55","0.5","19","0.95","0.02666666666666667","0.023333333333333334"
"24102","7","7","300","8","0.55","0.5","19","0.95","0.02666666666666667","0.023333333333333334"
"24100","7","7","300","8","0.55","0.45","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24105","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24108","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24107","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24106","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24110","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24113","7","7","300","8","0.55","0.5","19","0.95","0.02666666666666667","0.023333333333333334"
"24109","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24111","7","7","300","8","0.55","0.5","19","0.95","0.023333333333333334","0.02666666666666667"
"24115","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24119","7","7","300","8","0.55","0.5","19","0.95","0.023333333333333334","0.02666666666666667"
"24117","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24114","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24118","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24120","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24112","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24122","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24123","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24124","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24125","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24126","7","7","300","8","0.55","0.5","19","0.95","0.023333333333333334","0.02666666666666667"
"24127","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24128","7","7","300","8","0.55","0.5","19","0.95","0.023333333333333334","0.02666666666666667"
"24131","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24130","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24129","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24121","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24132","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24133","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24116","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24134","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24138","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24137","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24139","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24140","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24136","7","7","300","8","0.55","0.5","31","0.9433333333333334","0.02","0.03666666666666667"
"24142","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24141","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24144","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24143","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24146","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24149","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24135","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24147","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24148","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24153","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24151","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24145","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24150","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24152","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24154","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24155","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24158","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24157","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24162","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24161","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24156","7","7","300","8","0.55","0.5","19","0.9433333333333334","0.023333333333333334","0.03333333333333333"
"24159","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24163","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24160","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24166","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24164","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24167","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24168","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24172","7","7","300","8","0.55","0.5","19","0.9466666666666667","0.03","0.023333333333333334"
"24171","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24170","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24169","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24173","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24174","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24175","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24176","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24177","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24178","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24179","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24165","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24181","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24182","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24185","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24184","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24183","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24180","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24186","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24188","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24190","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24187","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24193","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24191","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24192","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24189","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24194","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24198","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24195","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24196","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24199","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24197","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24203","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24204","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24202","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24200","7","7","300","8","0.55","0.5","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24209","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24206","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24207","7","7","300","8","0.55","0.55","19","0.9466666666666667","0.03","0.023333333333333334"
"24205","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24210","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24208","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24201","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24214","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24215","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24213","7","7","300","8","0.55","0.55","19","0.95","0.023333333333333334","0.02666666666666667"
"24219","7","7","300","8","0.55","0.55","19","0.95","0.023333333333333334","0.02666666666666667"
"24216","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24217","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24220","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24218","7","7","300","8","0.55","0.55","19","0.95","0.023333333333333334","0.02666666666666667"
"24211","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24222","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24221","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24225","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24224","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24212","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24226","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24223","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24227","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24229","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24235","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24228","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24232","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24230","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24231","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24234","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24236","7","7","300","8","0.55","0.55","19","0.9466666666666667","0.023333333333333334","0.03"
"24233","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24237","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24238","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24240","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24241","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24239","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24243","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24242","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24244","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24245","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24248","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24246","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24247","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24250","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24249","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24251","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24253","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24252","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24255","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24254","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24256","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24258","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24257","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24264","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24262","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24260","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24263","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24259","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24267","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24265","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24268","7","7","300","8","0.55","0.55","19","0.95","0.023333333333333334","0.02666666666666667"
"24266","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24269","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24271","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24270","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24273","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24274","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24272","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24275","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24261","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24278","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24276","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24277","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24280","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24283","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24281","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24282","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24279","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24289","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24287","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24286","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24284","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24285","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24290","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24288","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24291","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24292","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24293","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
"24295","7","7","300","8","0.55","0.55","19","0.9533333333333334","0.023333333333333334","0.023333333333333334"
