threshold-idea1,threshold-idea2,[run number],initial-idea1-holders,initial-idea2-holders,number-of-individuals,average-connections-per-individual,[step],count turtles with [ Idea_state = 0 ] / count turtles,count turtles with [ Idea_state = 1 ] / count turtles,count turtles with [ Idea_state = 2 ] / count turtles
0.05,0.45,3050.5,7.0,7.0,300.0,8.0,30.84,6.666667000000001e-05,0.99993333333,0.0
0.05,0.5,3150.5,7.0,7.0,300.0,8.0,30.55,0.0,1.0,0.0
0.05,0.55,3250.5,7.0,7.0,300.0,8.0,32.17,3.333333e-05,0.99993333334,3.333333e-05
0.05,0.6,3350.5,7.0,7.0,300.0,8.0,29.75,0.0,1.0,0.0
0.05,0.65,3450.5,7.0,7.0,300.0,8.0,30.94,0.0021333333300000003,0.9976000000099999,0.00026666666
0.05,0.7,3550.5,7.0,7.0,300.0,8.0,33.75,3.333333e-05,0.99993333334,3.333333e-05
0.05,0.75,3650.5,7.0,7.0,300.0,8.0,30.69,0.0,1.0,0.0
0.05,0.8,3750.5,7.0,7.0,300.0,8.0,31.82,6.666666e-05,0.99993333334,0.0
0.05,0.85,3850.5,7.0,7.0,300.0,8.0,30.25,0.0,1.0,0.0
0.05,0.9,3950.5,7.0,7.0,300.0,8.0,30.03,0.0,0.99996666667,3.333333e-05
0.05,0.95,4050.5,7.0,7.0,300.0,8.0,30.41,0.0005,0.9995,0.0
0.05,1.0,4150.5,7.0,7.0,300.0,8.0,30.55,0.0,0.99996666667,3.333333e-05
0.1,0.0,4250.5,7.0,7.0,300.0,8.0,59.15,3.333333e-05,0.33313333328,0.66683333338
0.1,0.05,4350.5,7.0,7.0,300.0,8.0,58.11,0.0,0.35416666671,0.64583333329
0.1,0.1,4450.5,7.0,7.0,300.0,8.0,69.53,3.333333e-05,0.50123333331,0.49873333335
0.1,0.15,4550.5,7.0,7.0,300.0,8.0,57.03,3.333333e-05,0.78636666664,0.21360000001999999
0.1,0.2,4650.5,7.0,7.0,300.0,8.0,45.59,0.0,0.93656666665,0.06343333335
0.1,0.25,4750.5,7.0,7.0,300.0,8.0,38.38,3.333333e-05,0.9848,0.01516666667
0.1,0.3,4850.5,7.0,7.0,300.0,8.0,37.8,0.00043333333000000003,0.99796666669,0.00159999998
0.1,0.35,4950.5,7.0,7.0,300.0,8.0,34.26,0.0,0.99996666667,3.333333e-05
0.1,0.4,5050.5,7.0,7.0,300.0,8.0,31.24,0.0,0.99996666667,3.333333e-05
0.1,0.45,5150.5,7.0,7.0,300.0,8.0,32.35,3.333333e-05,0.99993333334,3.333333e-05
0.1,0.5,5250.5,7.0,7.0,300.0,8.0,32.38,0.0,1.0,0.0
0.1,0.55,5350.5,7.0,7.0,300.0,8.0,34.19,9.999998999999999e-05,0.99990000001,0.0
0.1,0.6,5450.5,7.0,7.0,300.0,8.0,30.55,3.333333e-05,0.99996666667,0.0
0.1,0.65,5550.5,7.0,7.0,300.0,8.0,31.2,3.333333e-05,0.99996666667,0.0
0.1,0.7,5650.5,7.0,7.0,300.0,8.0,32.76,0.0,1.0,0.0
0.1,0.75,5750.5,7.0,7.0,300.0,8.0,31.38,3.333333e-05,0.99996666667,0.0
0.1,0.8,5850.5,7.0,7.0,300.0,8.0,32.78,3.333333e-05,0.99993333334,3.333333e-05
0.1,0.85,5950.5,7.0,7.0,300.0,8.0,31.09,3.333333e-05,0.99993333334,3.333333e-05
0.1,0.9,6050.5,7.0,7.0,300.0,8.0,32.39,0.0,1.0,0.0
0.1,0.95,6150.5,7.0,7.0,300.0,8.0,31.37,3.333333e-05,0.99990000001,6.666666e-05
0.1,1.0,6250.5,7.0,7.0,300.0,8.0,32.11,0.0,1.0,0.0
0.15,0.0,6350.5,7.0,7.0,300.0,8.0,59.17,0.00043333333000000003,0.14126666669000001,0.8582999999800001
0.15,0.05,6450.5,7.0,7.0,300.0,8.0,56.92,0.0,0.17373333333000002,0.8262666666699999
0.15,0.1,6550.5,7.0,7.0,300.0,8.0,55.01,3.333333e-05,0.21213333336,0.7878333333099999
0.15,0.15,6650.5,7.0,7.0,300.0,8.0,68.46,0.0005,0.51049999999,0.48900000001000005
0.15,0.2,6750.5,7.0,7.0,300.0,8.0,44.82,0.011066666669999997,0.84336666667,0.14556666667
0.15,0.25,6850.5,7.0,7.0,300.0,8.0,40.21,0.008133333329999999,0.9452666666599999,0.0466
0.15,0.3,6950.5,7.0,7.0,300.0,8.0,37.94,0.01013333333,0.98069999999,0.00916666668
0.15,0.35,7050.5,7.0,7.0,300.0,8.0,33.56,0.02766666667,0.96983333332,0.0025
0.15,0.4,7150.5,7.0,7.0,300.0,8.0,35.17,0.01623333333,0.98316666668,0.00059999999
0.15,0.45,7250.5,7.0,7.0,300.0,8.0,34.99,0.00753333333,0.99220000001,0.00026666666
0.15,0.5,7350.5,7.0,7.0,300.0,8.0,35.65,0.00696666667,0.9928,0.00023333333000000002
0.15,0.55,7450.5,7.0,7.0,300.0,8.0,33.81,0.012766666659999999,0.98670000001,0.00053333332
0.15,0.6,7550.5,7.0,7.0,300.0,8.0,32.55,0.036999999990000004,0.9617666666700001,0.00123333333
0.15,0.65,7650.5,7.0,7.0,300.0,8.0,35.66,0.025299999990000002,0.97376666667,0.0009333333200000001
0.15,0.7,7750.5,7.0,7.0,300.0,8.0,36.46,0.023533333339999997,0.9754666666699999,0.00099999999
0.15,0.75,7850.5,7.0,7.0,300.0,8.0,33.76,0.012066666660000001,0.9873999999999999,0.00053333332
0.15,0.8,7950.5,7.0,7.0,300.0,8.0,32.79,0.010299999990000001,0.9892666666700001,0.00043333333000000003
0.15,0.85,8050.5,7.0,7.0,300.0,8.0,32.77,0.01339999999,0.9861333333400001,0.00046666666000000004
0.15,0.9,8150.5,7.0,7.0,300.0,8.0,33.68,0.035000000020000005,0.9635333333299999,0.00146666665
0.15,0.95,8250.5,7.0,7.0,300.0,8.0,32.24,0.02476666666,0.9743666666699999,0.00086666665
0.15,1.0,8350.5,7.0,7.0,300.0,8.0,33.3,0.0065666666600000005,0.9931333333400001,0.00029999999
0.2,0.0,8450.5,7.0,7.0,300.0,8.0,46.0,0.0,0.02196666664,0.97803333336
0.2,0.05,8550.5,7.0,7.0,300.0,8.0,49.41,3.333333e-05,0.03336666669,0.96659999998
0.2,0.1,8650.5,7.0,7.0,300.0,8.0,47.26,3.333333e-05,0.05560000002,0.94436666665
0.2,0.15,8750.5,7.0,7.0,300.0,8.0,47.95,0.006466666670000001,0.14643333333,0.8471
0.2,0.2,8850.5,7.0,7.0,300.0,8.0,44.97,0.19396666663,0.43616666667,0.36986666667
0.2,0.25,8950.5,7.0,7.0,300.0,8.0,28.74,0.36560000002000004,0.55650000001,0.0778999999
0.2,0.3,9050.5,7.0,7.0,300.0,8.0,25.1,0.40083333335,0.57239999998,0.02676666658
0.2,0.35,9150.5,7.0,7.0,300.0,8.0,25.55,0.36106666669,0.6265000000300001,0.01243333324
0.2,0.4,9250.5,7.0,7.0,300.0,8.0,23.99,0.43816666663,0.5497333333000001,0.01209999987
0.2,0.45,9350.5,7.0,7.0,300.0,8.0,23.75,0.40113333329,0.58829999999,0.010566666550000001
0.2,0.5,9450.5,7.0,7.0,300.0,8.0,27.8,0.34143333334,0.64916666666,0.009399999870000002
0.2,0.55,9550.5,7.0,7.0,300.0,8.0,18.93,0.52299999997,0.46299999995999996,0.01399999982
0.2,0.6,9650.5,7.0,7.0,300.0,8.0,24.95,0.35813333329,0.63229999998,0.00956666655
0.2,0.65,9750.5,7.0,7.0,300.0,8.0,22.13,0.44309999996000005,0.54506666664,0.01183333318
0.2,0.7,9850.5,7.0,7.0,300.0,8.0,27.72,0.36773333329,0.62266666663,0.00959999987
0.2,0.75,9950.5,7.0,7.0,300.0,8.0,23.14,0.39683333329,0.59259999994,0.01056666654
0.2,0.8,10050.5,7.0,7.0,300.0,8.0,22.03,0.43819999996,0.5500333332999999,0.0117666665
0.2,0.85,10150.5,7.0,7.0,300.0,8.0,25.57,0.37759999996,0.61249999997,0.00989999989
0.2,0.9,10250.5,7.0,7.0,300.0,8.0,23.69,0.39406666664,0.59539999997,0.010533333200000002
0.2,0.95,10350.5,7.0,7.0,300.0,8.0,22.71,0.4130333333,0.57556666666,0.011399999860000001
0.2,1.0,10450.5,7.0,7.0,300.0,8.0,21.17,0.46403333330999996,0.5233333333,0.01263333316
0.25,0.0,10550.5,7.0,7.0,300.0,8.0,38.14,6.666666e-05,0.00326666667,0.99666666667
0.25,0.05,10650.5,7.0,7.0,300.0,8.0,41.94,6.666666e-05,0.0076999999799999995,0.99223333336
0.25,0.1,10750.5,7.0,7.0,300.0,8.0,39.17,9.999998999999999e-05,0.011966666649999999,0.98793333336
0.25,0.15,10850.5,7.0,7.0,300.0,8.0,44.3,0.00176666666,0.05090000002,0.94733333332
0.25,0.2,10950.5,7.0,7.0,300.0,8.0,28.0,0.38393333329999996,0.12009999992,0.49596666672
0.25,0.25,11050.5,7.0,7.0,300.0,8.0,16.18,0.72396666658,0.14956666653,0.12646666651
0.25,0.3,11150.5,7.0,7.0,300.0,8.0,10.65,0.8247999999600001,0.13726666659,0.03793333317
0.25,0.35,11250.5,7.0,7.0,300.0,8.0,10.75,0.8175333332,0.15809999988,0.02436666647
0.25,0.4,11350.5,7.0,7.0,300.0,8.0,9.38,0.86313333321,0.11439999993000001,0.02246666644
0.25,0.45,11450.5,7.0,7.0,300.0,8.0,9.76,0.84866666658,0.12983333325000002,0.021499999750000002
0.25,0.5,11550.5,7.0,7.0,300.0,8.0,10.59,0.83776666652,0.14129999982,0.02093333307
0.25,0.55,11650.5,7.0,7.0,300.0,8.0,8.96,0.86409999984,0.11433333321,0.02156666641
0.25,0.6,11750.5,7.0,7.0,300.0,8.0,10.14,0.83563333323,0.14369999986,0.02066666642
0.25,0.65,11850.5,7.0,7.0,300.0,8.0,10.1,0.85339999984,0.12559999987,0.02099999974
0.25,0.7,11950.5,7.0,7.0,300.0,8.0,10.13,0.8265999999100001,0.15266666655,0.02073333307
0.25,0.75,12050.5,7.0,7.0,300.0,8.0,8.49,0.8851333331700001,0.09306666655000001,0.021799999730000002
0.25,0.8,12150.5,7.0,7.0,300.0,8.0,9.83,0.83979999988,0.13946666656,0.02073333307
0.25,0.85,12250.5,7.0,7.0,300.0,8.0,8.34,0.87486666656,0.10353333321000001,0.02159999972
0.25,0.9,12350.5,7.0,7.0,300.0,8.0,9.31,0.84223333318,0.13679999989,0.02096666641
0.25,0.95,12450.5,7.0,7.0,300.0,8.0,9.45,0.83759999984,0.14149999985,0.020899999720000003
0.25,1.0,12550.5,7.0,7.0,300.0,8.0,10.32,0.8325333331900001,0.14686666653,0.02059999973
0.3,0.0,12650.5,7.0,7.0,300.0,8.0,31.91,6.666666e-05,0.00123333333,0.9987000000099999
0.3,0.05,12750.5,7.0,7.0,300.0,8.0,36.55,0.0,0.0017333333200000001,0.99826666668
0.3,0.1,12850.5,7.0,7.0,300.0,8.0,36.46,0.0,0.0029333333299999998,0.9970666666699999
0.3,0.15,12950.5,7.0,7.0,300.0,8.0,36.43,0.022833333339999998,0.00846666668,0.96869999999
0.3,0.2,13050.5,7.0,7.0,300.0,8.0,25.88,0.39146666666999996,0.023799999949999998,0.58473333332
0.3,0.25,13150.5,7.0,7.0,300.0,8.0,12.98,0.79913333327,0.044666666529999996,0.1561999999
0.3,0.3,13250.5,7.0,7.0,300.0,8.0,6.58,0.93019999989,0.03379999983,0.03599999985
0.3,0.35,13350.5,7.0,7.0,300.0,8.0,6.53,0.93536666649,0.03936666649,0.02526666639
0.3,0.4,13450.5,7.0,7.0,300.0,8.0,5.3,0.9398999998399999,0.03629999985,0.023799999710000002
0.3,0.45,13550.5,7.0,7.0,300.0,8.0,6.91,0.9350333331599999,0.04203333315,0.022933333070000003
0.3,0.5,13650.5,7.0,7.0,300.0,8.0,5.48,0.9432666664999999,0.03353333315,0.023199999680000003
0.3,0.55,13750.5,7.0,7.0,300.0,8.0,6.08,0.94123333317,0.035499999830000004,0.02326666636
0.3,0.6,13850.5,7.0,7.0,300.0,8.0,7.45,0.92733333313,0.04989999984,0.02276666638
0.3,0.65,13950.5,7.0,7.0,300.0,8.0,5.93,0.93913333318,0.03786666655,0.0229999997
0.3,0.7,14050.5,7.0,7.0,300.0,8.0,5.53,0.9395666665100001,0.03746666652,0.022966666360000002
0.3,0.75,14150.5,7.0,7.0,300.0,8.0,6.75,0.93129999983,0.04596666653,0.02273333305
0.3,0.8,14250.5,7.0,7.0,300.0,8.0,7.43,0.92446666653,0.053033333220000006,0.02249999972
0.3,0.85,14350.5,7.0,7.0,300.0,8.0,5.34,0.93919999984,0.03763333318,0.023166666360000004
0.3,0.9,14450.5,7.0,7.0,300.0,8.0,5.75,0.9370333331499999,0.039899999830000005,0.02306666636
0.3,0.95,14550.5,7.0,7.0,300.0,8.0,5.94,0.9367333331400001,0.040399999830000005,0.02286666637
0.3,1.0,14650.5,7.0,7.0,300.0,8.0,6.1,0.93853333314,0.03843333316,0.02303333302
0.35,0.0,14750.5,7.0,7.0,300.0,8.0,31.81,3.333333e-05,0.00056666666,0.9994000000100001
0.35,0.05,14850.5,7.0,7.0,300.0,8.0,31.74,0.0006,3.333333e-05,0.99936666667
0.35,0.1,14950.5,7.0,7.0,300.0,8.0,30.76,3.333333e-05,0.00123333333,0.9987333333399999
0.35,0.15,15050.5,7.0,7.0,300.0,8.0,35.66,0.018933333320000002,0.00249999998,0.97856666667
0.35,0.2,15150.5,7.0,7.0,300.0,8.0,26.31,0.41496666664000004,0.012933333200000001,0.5720999999499999
0.35,0.25,15250.5,7.0,7.0,300.0,8.0,9.12,0.84669999991,0.024066666429999998,0.12923333327
0.35,0.3,15350.5,7.0,7.0,300.0,8.0,5.64,0.9390333331899999,0.02619999977,0.03476666648
0.35,0.35,15450.5,7.0,7.0,300.0,8.0,5.63,0.94666666646,0.02646666643,0.026866666390000002
0.35,0.4,15550.5,7.0,7.0,300.0,8.0,5.44,0.9502666664199999,0.025733333060000002,0.02399999973
0.35,0.45,15650.5,7.0,7.0,300.0,8.0,5.11,0.95009999973,0.02633333306,0.02356666635
0.35,0.5,15750.5,7.0,7.0,300.0,8.0,5.35,0.95076666639,0.02589999971,0.023333333010000002
0.35,0.55,15850.5,7.0,7.0,300.0,8.0,5.0,0.9514999997300001,0.0251666664,0.023333333
0.35,0.6,15950.5,7.0,7.0,300.0,8.0,5.07,0.95209999972,0.02459999974,0.02329999967
0.35,0.65,16050.5,7.0,7.0,300.0,8.0,5.55,0.9494333330800001,0.027366666410000004,0.023199999680000003
0.35,0.7,16150.5,7.0,7.0,300.0,8.0,5.22,0.94909999975,0.02763333308,0.02326666634
0.35,0.75,16250.5,7.0,7.0,300.0,8.0,5.47,0.95063333305,0.026133333050000002,0.02323333301
0.35,0.8,16350.5,7.0,7.0,300.0,8.0,5.32,0.94993333307,0.02683333309,0.02323333301
0.35,0.85,16450.5,7.0,7.0,300.0,8.0,5.3,0.95106666637,0.025666666400000003,0.02326666634
0.35,0.9,16550.5,7.0,7.0,300.0,8.0,5.35,0.95079999972,0.025999999750000002,0.023199999680000003
0.35,0.95,16650.5,7.0,7.0,300.0,8.0,5.39,0.9492666663999999,0.027433333060000002,0.023299999680000003
0.35,1.0,16750.5,7.0,7.0,300.0,8.0,5.18,0.95023333304,0.026499999700000002,0.02326666634
0.4,0.0,16850.5,7.0,7.0,300.0,8.0,30.56,0.00036666666,6.666667000000001e-05,0.9995666666699999
0.4,0.05,16950.5,7.0,7.0,300.0,8.0,30.56,0.0,0.0,1.0
0.4,0.1,17050.5,7.0,7.0,300.0,8.0,33.18,0.00033333333,3.333333e-05,0.9996333333399999
0.4,0.15,17150.5,7.0,7.0,300.0,8.0,33.34,0.02463333334,0.00103333332,0.9743333333399999
0.4,0.2,17250.5,7.0,7.0,300.0,8.0,24.07,0.40119999996,0.010666666540000001,0.58813333326
0.4,0.25,17350.5,7.0,7.0,300.0,8.0,9.88,0.8473333331899999,0.02189999976,0.13076666655
0.4,0.3,17450.5,7.0,7.0,300.0,8.0,6.46,0.93139999981,0.02363333308,0.04496666649
0.4,0.35,17550.5,7.0,7.0,300.0,8.0,5.3,0.9496666664200001,0.02369999969,0.0266333331
0.4,0.4,17650.5,7.0,7.0,300.0,8.0,5.02,0.9518333330800001,0.02373333306,0.02443333307
0.4,0.45,17750.5,7.0,7.0,300.0,8.0,5.0,0.95269999972,0.023766666390000003,0.02353333304
0.4,0.5,17850.5,7.0,7.0,300.0,8.0,5.0,0.9529999996799999,0.02366666634,0.023333333
0.4,0.55,17950.5,7.0,7.0,300.0,8.0,5.04,0.9522333330399999,0.0244999997,0.02326666634
0.4,0.6,18050.5,7.0,7.0,300.0,8.0,5.19,0.9524999997000001,0.024233333040000003,0.02326666634
0.4,0.65,18150.5,7.0,7.0,300.0,8.0,5.0,0.95316666635,0.02343333302,0.023399999680000002
0.4,0.7,18250.5,7.0,7.0,300.0,8.0,5.0,0.95263333303,0.024033333050000005,0.023333333
0.4,0.75,18350.5,7.0,7.0,300.0,8.0,5.0,0.95236666637,0.02429999972,0.023333333
0.4,0.8,18450.5,7.0,7.0,300.0,8.0,5.0,0.9519333330599999,0.02473333308,0.023333333
0.4,0.85,18550.5,7.0,7.0,300.0,8.0,5.0,0.9528666663600001,0.023799999710000002,0.023333333
0.4,0.9,18650.5,7.0,7.0,300.0,8.0,5.02,0.95236666638,0.024333333070000004,0.02329999967
0.4,0.95,18750.5,7.0,7.0,300.0,8.0,5.1,0.95229999969,0.02443333303,0.02326666634
0.4,1.0,18850.5,7.0,7.0,300.0,8.0,5.13,0.95223333303,0.024466666370000004,0.02329999967
0.45,0.0,18950.5,7.0,7.0,300.0,8.0,30.85,0.00013333333,0.0,0.9998666666699999
0.45,0.05,19050.5,7.0,7.0,300.0,8.0,29.94,0.0,0.0,1.0
0.45,0.1,19150.5,7.0,7.0,300.0,8.0,32.72,3.333333e-05,6.666666e-05,0.99990000001
0.45,0.15,19250.5,7.0,7.0,300.0,8.0,36.1,0.0060333333300000005,0.00026666666,0.9937000000099999
0.45,0.2,19350.5,7.0,7.0,300.0,8.0,26.44,0.34803333328999997,0.00976666656,0.64219999995
0.45,0.25,19450.5,7.0,7.0,300.0,8.0,8.0,0.86113333321,0.02173333307,0.11713333325000001
0.45,0.3,19550.5,7.0,7.0,300.0,8.0,7.05,0.93046666649,0.02323333307,0.04629999985
0.45,0.35,19650.5,7.0,7.0,300.0,8.0,5.9,0.95009999973,0.02356666637,0.02633333307
0.45,0.4,19750.5,7.0,7.0,300.0,8.0,5.0,0.95216666641,0.023899999700000004,0.023933333070000003
0.45,0.45,19850.5,7.0,7.0,300.0,8.0,5.14,0.9521666664,0.02399999972,0.023833333050000002
0.45,0.5,19950.5,7.0,7.0,300.0,8.0,5.05,0.95289999969,0.023799999720000003,0.02329999967
0.45,0.55,20050.5,7.0,7.0,300.0,8.0,5.0,0.9528333330300001,0.023799999710000002,0.02336666634
0.45,0.6,20150.5,7.0,7.0,300.0,8.0,5.39,0.95306666636,0.023633333040000003,0.023299999680000003
0.45,0.65,20250.5,7.0,7.0,300.0,8.0,5.0,0.95316666635,0.023466666360000003,0.02336666634
0.45,0.7,20350.5,7.0,7.0,300.0,8.0,5.0,0.95283333304,0.023833333050000002,0.023333333
0.45,0.75,20450.5,7.0,7.0,300.0,8.0,5.0,0.9528999996999999,0.023766666390000003,0.023333333
0.45,0.8,20550.5,7.0,7.0,300.0,8.0,5.0,0.95306666636,0.02359999971,0.023333333
0.45,0.85,20650.5,7.0,7.0,300.0,8.0,5.0,0.95309999969,0.02353333302,0.02336666634
0.45,0.9,20750.5,7.0,7.0,300.0,8.0,5.0,0.95269999972,0.02389999973,0.023399999680000002
0.45,0.95,20850.5,7.0,7.0,300.0,8.0,5.0,0.95309999968,0.02356666635,0.023333333
0.45,1.0,20950.5,7.0,7.0,300.0,8.0,5.0,0.9529999996799999,0.02366666636,0.023333333
0.5,0.0,21050.5,7.0,7.0,300.0,8.0,29.64,0.0,3.333333e-05,0.99996666667
0.5,0.05,21150.5,7.0,7.0,300.0,8.0,30.35,0.0,0.0,1.0
0.5,0.1,21250.5,7.0,7.0,300.0,8.0,30.18,0.0,3.333333e-05,0.99996666667
0.5,0.15,21350.5,7.0,7.0,300.0,8.0,34.34,0.013366666679999998,0.00056666666,0.98606666666
0.5,0.2,21450.5,7.0,7.0,300.0,8.0,21.24,0.46439999997000003,0.01246666651,0.52313333329
0.5,0.25,21550.5,7.0,7.0,300.0,8.0,11.04,0.83069999982,0.020899999720000003,0.14839999987
0.5,0.3,21650.5,7.0,7.0,300.0,8.0,6.57,0.93319999983,0.02283333304,0.04396666648
0.5,0.35,21750.5,7.0,7.0,300.0,8.0,5.15,0.9513333330499999,0.02326666634,0.025399999760000003
0.5,0.4,21850.5,7.0,7.0,300.0,8.0,5.11,0.95243333303,0.023333333020000003,0.02423333306
0.5,0.45,21950.5,7.0,7.0,300.0,8.0,5.11,0.95323333301,0.023399999680000002,0.023366666350000002
0.5,0.5,22050.5,7.0,7.0,300.0,8.0,5.0,0.95326666634,0.023399999680000002,0.023333333
0.5,0.55,22150.5,7.0,7.0,300.0,8.0,5.0,0.953233333,0.023433333000000004,0.023333333
0.5,0.6,22250.5,7.0,7.0,300.0,8.0,5.0,0.95326666634,0.02339999967,0.023333333
0.5,0.65,22350.5,7.0,7.0,300.0,8.0,5.0,0.9533333330000001,0.023333333,0.023333333
0.5,0.7,22450.5,7.0,7.0,300.0,8.0,5.0,0.95329999967,0.02336666634,0.023333333
0.5,0.75,22550.5,7.0,7.0,300.0,8.0,5.0,0.95323333301,0.023433333009999998,0.023333333
0.5,0.8,22650.5,7.0,7.0,300.0,8.0,5.0,0.95329999967,0.023333333,0.02336666634
0.5,0.85,22750.5,7.0,7.0,300.0,8.0,5.0,0.9533333330000001,0.023333333,0.023333333
0.5,0.9,22850.5,7.0,7.0,300.0,8.0,5.0,0.9533333330000001,0.023333333,0.023333333
0.5,0.95,22950.5,7.0,7.0,300.0,8.0,5.0,0.95329999967,0.023333333,0.02336666634
0.5,1.0,23050.5,7.0,7.0,300.0,8.0,5.0,0.9533333330000001,0.023333333,0.023333333
0.55,0.0,23150.5,7.0,7.0,300.0,8.0,31.1,3.333333e-05,0.0,0.99996666667
0.55,0.05,23250.5,7.0,7.0,300.0,8.0,31.18,3.333333e-05,0.0,0.99996666667
0.55,0.1,23350.5,7.0,7.0,300.0,8.0,31.78,0.0,0.0,1.0
0.55,0.15,23450.5,7.0,7.0,300.0,8.0,31.09,0.02659999999,0.00093333333,0.97246666667
0.55,0.2,23550.5,7.0,7.0,300.0,8.0,26.86,0.35753333333,0.00956666655,0.63289999998
0.55,0.25,23650.5,7.0,7.0,300.0,8.0,11.1,0.82986666655,0.02059999977,0.14953333322
0.55,0.3,23750.5,7.0,7.0,300.0,8.0,6.28,0.93943333317,0.022966666360000002,0.03759999986
0.55,0.35,23850.5,7.0,7.0,300.0,8.0,5.05,0.9508999997099999,0.02329999967,0.02579999972
0.55,0.4,23950.5,7.0,7.0,300.0,8.0,5.17,0.95239999971,0.023299999680000003,0.02429999971
0.55,0.45,24050.5,7.0,7.0,300.0,8.0,5.01,0.9529999996899999,0.02329999967,0.023699999700000002
0.55,0.5,24150.5,7.0,7.0,300.0,8.0,5.0,0.95329999967,0.023333333,0.02336666634
0.55,0.55,24250.5,7.0,7.0,300.0,8.0,5.0,0.9533333330000001,0.023333333,0.023333333
0.55,0.6,24350.5,7.0,7.0,300.0,8.0,5.0,0.9533333330000001,0.023333333,0.023333333
0.55,0.65,24450.5,7.0,7.0,300.0,8.0,5.0,0.95329999967,0.02336666634,0.023333333
0.55,0.7,24550.5,7.0,7.0,300.0,8.0,5.0,0.95323333301,0.023433333009999998,0.023333333
0.55,0.75,24650.5,7.0,7.0,300.0,8.0,5.0,0.9533333330000001,0.023333333,0.023333333
0.55,0.8,24750.5,7.0,7.0,300.0,8.0,5.0,0.95329999967,0.023333333,0.02336666634
0.55,0.85,24850.5,7.0,7.0,300.0,8.0,5.0,0.95329999967,0.023333333,0.02336666634
0.55,0.9,24950.5,7.0,7.0,300.0,8.0,5.0,0.9533333330000001,0.023333333,0.023333333
0.55,0.95,25050.5,7.0,7.0,300.0,8.0,5.0,0.95326666634,0.023399999680000002,0.023333333
0.55,1.0,25150.5,7.0,7.0,300.0,8.0,5.0,0.95329999967,0.02336666634,0.023333333
