mean-threshold1,mean-threshold2,[run number],initial-idea1-holders,initial-idea2-holders,number-of-individuals,average-connections-per-individual,[step],count turtles with [ Idea_state = 0 ] / count turtles,count turtles with [ Idea_state = 1 ] / count turtles,count turtles with [ Idea_state = 2 ] / count turtles
0.55,0.9,24950.5,5.0,5.0,300.0,8.0,19.0,0.96660000032,0.01670000033,0.01670000033
0.55,0.95,25050.5,5.0,5.0,300.0,8.0,19.0,0.96660000032,0.016733333660000002,0.016666667
0.55,1.0,25150.5,5.0,5.0,300.0,8.0,19.0,0.96663333366,0.01670000033,0.016666667
0.6,0.0,25250.5,5.0,5.0,300.0,8.0,41.58,0.0,0.0,1.0
0.6,0.05,25350.5,5.0,5.0,300.0,8.0,41.44,0.0004,0.0,0.9995999999999999
0.6,0.1,25450.5,5.0,5.0,300.0,8.0,42.94,0.0,0.0,1.0
0.6,0.15,25550.5,5.0,5.0,300.0,8.0,45.66,0.00076666667,0.0,0.99923333333
0.6,0.2,25650.5,5.0,5.0,300.0,8.0,50.07,0.01476666666,0.0002,0.9850333333400001
0.6,0.25,25750.5,5.0,5.0,300.0,8.0,45.93,0.35776666671999996,0.00646666675,0.63576666674
0.6,0.3,25850.5,5.0,5.0,300.0,8.0,21.35,0.92420000017,0.016000000299999997,0.0598000002
0.6,0.35,25950.5,5.0,5.0,300.0,8.0,19.1,0.9624333335699999,0.01660000033,0.02096666694
0.6,0.4,26050.5,5.0,5.0,300.0,8.0,19.0,0.96573333363,0.016733333660000002,0.01753333364
0.6,0.45,26150.5,5.0,5.0,300.0,8.0,19.0,0.9664000002800001,0.01670000033,0.01690000031
0.6,0.5,26250.5,5.0,5.0,300.0,8.0,19.0,0.966666667,0.016666667,0.016666667
0.6,0.55,26350.5,5.0,5.0,300.0,8.0,19.0,0.966666667,0.016666667,0.016666667
0.6,0.6,26450.5,5.0,5.0,300.0,8.0,19.0,0.96656666698,0.016733333660000002,0.01670000033
0.6,0.65,26550.5,5.0,5.0,300.0,8.0,19.0,0.966666667,0.016666667,0.016666667
0.6,0.7,26650.5,5.0,5.0,300.0,8.0,19.0,0.96663333366,0.01670000033,0.016666667
0.6,0.75,26750.5,5.0,5.0,300.0,8.0,19.0,0.966666667,0.016666667,0.016666667
0.6,0.8,26850.5,5.0,5.0,300.0,8.0,19.0,0.966666667,0.016666667,0.016666667
0.6,0.85,26950.5,5.0,5.0,300.0,8.0,19.0,0.966666667,0.016666667,0.016666667
0.6,0.9,27050.5,5.0,5.0,300.0,8.0,19.0,0.966666667,0.016666667,0.016666667
0.6,0.95,27150.5,5.0,5.0,300.0,8.0,19.0,0.96663333366,0.016666667,0.01670000033
0.6,1.0,27250.5,5.0,5.0,300.0,8.0,19.0,0.966666667,0.016666667,0.016666667
0.65,0.0,27350.5,5.0,5.0,300.0,8.0,43.92,0.0,0.0,1.0
0.65,0.05,27450.5,5.0,5.0,300.0,8.0,42.57,0.0,0.0,1.0
0.65,0.1,27550.5,5.0,5.0,300.0,8.0,42.56,9.999998999999999e-05,0.0,0.99990000001
0.65,0.15,27650.5,5.0,5.0,300.0,8.0,46.83,6.666666e-05,0.0,0.99993333334
0.65,0.2,27750.5,5.0,5.0,300.0,8.0,51.01,0.024300000000000002,0.00043333334,0.9752666666700001
0.65,0.25,27850.5,5.0,5.0,300.0,8.0,46.8,0.32406666671000006,0.0057333334,0.6702000000399999
0.65,0.3,27950.5,5.0,5.0,300.0,8.0,23.98,0.8765000002000001,0.015433333599999998,0.10806666688
0.65,0.35,28050.5,5.0,5.0,300.0,8.0,19.38,0.9573000002000001,0.016533333639999998,0.026166666890000002
0.65,0.4,28150.5,5.0,5.0,300.0,8.0,19.0,0.9652666669500001,0.016666667,0.018066666959999998
0.65,0.45,28250.5,5.0,5.0,300.0,8.0,19.0,0.9661000002900001,0.016666667,0.01723333364
0.65,0.5,28350.5,5.0,5.0,300.0,8.0,19.0,0.96643333364,0.01670000033,0.01686666698
0.65,0.55,28450.5,5.0,5.0,300.0,8.0,19.0,0.96660000032,0.016666667,0.016733333660000002
0.65,0.6,28550.5,5.0,5.0,300.0,8.0,19.0,0.96663333366,0.016666667,0.01670000033
0.65,0.65,28650.5,5.0,5.0,300.0,8.0,19.0,0.96663333366,0.01670000033,0.01666666699
0.65,0.7,28750.5,5.0,5.0,300.0,8.0,19.0,0.96663333366,0.016666667,0.01670000033
0.65,0.75,28850.5,5.0,5.0,300.0,8.0,19.0,0.96663333366,0.01670000033,0.016666667
0.65,0.8,28950.5,5.0,5.0,300.0,8.0,19.0,0.966666667,0.016666667,0.016666667
0.65,0.85,29050.5,5.0,5.0,300.0,8.0,19.0,0.96663333366,0.016666667,0.01670000033
0.65,0.9,29150.5,5.0,5.0,300.0,8.0,19.0,0.966666667,0.016666667,0.016666667
0.65,0.95,29250.5,5.0,5.0,300.0,8.0,19.0,0.966666667,0.016666667,0.016666667
0.65,1.0,29350.5,5.0,5.0,300.0,8.0,19.0,0.96660000032,0.01670000033,0.01670000033
0.7,0.0,29450.5,5.0,5.0,300.0,8.0,41.61,0.0,0.0,1.0
0.7,0.05,29550.5,5.0,5.0,300.0,8.0,44.38,0.00056666666,3.333333e-05,0.9994000000100001
0.7,0.1,29650.5,5.0,5.0,300.0,8.0,43.52,0.00056666667,0.0,0.99943333333
0.7,0.15,29750.5,5.0,5.0,300.0,8.0,46.16,0.0003,0.0,0.9997
0.7,0.2,29850.5,5.0,5.0,300.0,8.0,49.91,0.0144,0.0003,0.9853000000000001
0.7,0.25,29950.5,5.0,5.0,300.0,8.0,40.88,0.5116666667399999,0.008966666810000001,0.47936666675
0.7,0.3,30050.5,5.0,5.0,300.0,8.0,25.01,0.88083333351,0.01530000022,0.10386666684
0.7,0.35,30150.5,5.0,5.0,300.0,8.0,19.0,0.96516666691,0.016666667,0.01816666693
0.7,0.4,30250.5,5.0,5.0,300.0,8.0,19.0,0.96550000028,0.016666667,0.01783333363
0.7,0.45,30350.5,5.0,5.0,300.0,8.0,19.0,0.9664333336200001,0.016733333660000002,0.01683333365
0.7,0.5,30450.5,5.0,5.0,300.0,8.0,19.0,0.966566667,0.016666667,0.016766667
0.7,0.55,30550.5,5.0,5.0,300.0,8.0,19.0,0.966666667,0.016666667,0.016666667
0.7,0.6,30650.5,5.0,5.0,300.0,8.0,19.0,0.966666667,0.016666667,0.016666667
0.7,0.65,30750.5,5.0,5.0,300.0,8.0,19.0,0.966666667,0.016666667,0.016666667
0.7,0.7,30850.5,5.0,5.0,300.0,8.0,19.0,0.96663333366,0.01670000033,0.016666667
0.7,0.75,30950.5,5.0,5.0,300.0,8.0,19.0,0.966666667,0.016666667,0.016666667
0.7,0.8,31050.5,5.0,5.0,300.0,8.0,19.0,0.96660000032,0.016733333660000002,0.016666667
0.7,0.85,31150.5,5.0,5.0,300.0,8.0,19.0,0.966666667,0.016666667,0.016666667
0.7,0.9,31250.5,5.0,5.0,300.0,8.0,19.0,0.966666667,0.016666667,0.016666667
0.7,0.95,31350.5,5.0,5.0,300.0,8.0,19.0,0.966666667,0.016666667,0.016666667
0.7,1.0,31450.5,5.0,5.0,300.0,8.0,19.0,0.966666667,0.016666667,0.016666667
0.75,0.0,31550.5,5.0,5.0,300.0,8.0,44.16,6.666666e-05,0.0,0.99993333334
0.75,0.05,31650.5,5.0,5.0,300.0,8.0,43.74,3.333333e-05,0.0,0.99996666667
0.75,0.1,31750.5,5.0,5.0,300.0,8.0,45.47,0.0,0.0,1.0
0.75,0.15,31850.5,5.0,5.0,300.0,8.0,45.67,0.00113333333,3.333333e-05,0.99883333334
0.75,0.2,31950.5,5.0,5.0,300.0,8.0,48.22,0.01603333332,0.00023333333000000002,0.9837333333399999
0.75,0.25,32050.5,5.0,5.0,300.0,8.0,45.46,0.39476666669000005,0.0068000001,0.5984333334099999
0.75,0.3,32150.5,5.0,5.0,300.0,8.0,24.05,0.90613333349,0.015433333599999998,0.07843333352
0.75,0.35,32250.5,5.0,5.0,300.0,8.0,19.0,0.96486666688,0.016666667,0.01846666692
0.75,0.4,32350.5,5.0,5.0,300.0,8.0,19.0,0.9653333336200001,0.016666667,0.01800000031
0.75,0.45,32450.5,5.0,5.0,300.0,8.0,19.0,0.9664666669900001,0.016666667,0.016866666989999998
0.75,0.5,32550.5,5.0,5.0,300.0,8.0,19.0,0.9665666669899999,0.016666667,0.016766666989999998
0.75,0.55,32650.5,5.0,5.0,300.0,8.0,19.04,0.96656666698,0.01663333366,0.016800000319999998
0.75,0.6,32750.5,5.0,5.0,300.0,8.0,19.0,0.96663333366,0.016666667,0.01670000033
0.75,0.65,32850.5,5.0,5.0,300.0,8.0,19.0,0.966666667,0.016666667,0.016666667
0.75,0.7,32950.5,5.0,5.0,300.0,8.0,19.0,0.966666667,0.016666667,0.016666667
0.75,0.75,33050.5,5.0,5.0,300.0,8.0,19.0,0.966666667,0.016666667,0.016666667
0.75,0.8,33150.5,5.0,5.0,300.0,8.0,19.0,0.966666667,0.016666667,0.016666667
0.75,0.85,33250.5,5.0,5.0,300.0,8.0,19.0,0.96660000032,0.016733333660000002,0.016666667
0.75,0.9,33350.5,5.0,5.0,300.0,8.0,19.0,0.966666667,0.016666667,0.016666667
0.75,0.95,33450.5,5.0,5.0,300.0,8.0,19.0,0.966666667,0.016666667,0.016666667
0.75,1.0,33550.5,5.0,5.0,300.0,8.0,19.0,0.966666667,0.016666667,0.016666667
0.8,0.0,33650.5,5.0,5.0,300.0,8.0,41.9,0.0,0.0,1.0
0.8,0.05,33750.5,5.0,5.0,300.0,8.0,44.93,0.0,0.0,1.0
0.8,0.1,33850.5,5.0,5.0,300.0,8.0,43.3,6.666666e-05,0.0,0.99993333334
0.8,0.15,33950.5,5.0,5.0,300.0,8.0,44.19,0.00203333333,3.333333e-05,0.9979333333300001
0.8,0.2,34050.5,5.0,5.0,300.0,8.0,48.36,0.02189999999,0.00046666665999999993,0.97763333333
0.8,0.25,34150.5,5.0,5.0,300.0,8.0,42.29,0.3931333334,0.00716666676,0.59970000007
0.8,0.3,34250.5,5.0,5.0,300.0,8.0,25.09,0.88696666682,0.01550000026,0.09753333349
0.8,0.35,34350.5,5.0,5.0,300.0,8.0,19.36,0.9645666669100001,0.01660000033,0.01883333361
0.8,0.4,34450.5,5.0,5.0,300.0,8.0,19.0,0.9663000003000001,0.016733333660000002,0.01696666699
0.8,0.45,34550.5,5.0,5.0,300.0,8.0,19.11,0.96563333363,0.01663333366,0.01773333364
0.8,0.5,34650.5,5.0,5.0,300.0,8.0,19.0,0.96660000032,0.016666667,0.016733333660000002
0.8,0.55,34750.5,5.0,5.0,300.0,8.0,19.0,0.96660000032,0.016666667,0.016733333660000002
0.8,0.6,34850.5,5.0,5.0,300.0,8.0,19.0,0.96660000032,0.016666667,0.016733333660000002
0.8,0.65,34950.5,5.0,5.0,300.0,8.0,19.0,0.966666667,0.016666667,0.016666667
0.8,0.7,35050.5,5.0,5.0,300.0,8.0,19.0,0.966666667,0.016666667,0.016666667
0.8,0.75,35150.5,5.0,5.0,300.0,8.0,19.0,0.966666667,0.016666667,0.016666667
0.8,0.8,35250.5,5.0,5.0,300.0,8.0,19.0,0.966666667,0.016666667,0.016666667
0.8,0.85,35350.5,5.0,5.0,300.0,8.0,19.0,0.966666667,0.016666667,0.016666667
0.8,0.9,35450.5,5.0,5.0,300.0,8.0,19.0,0.966666667,0.016666667,0.016666667
0.8,0.95,35550.5,5.0,5.0,300.0,8.0,19.0,0.96663333366,0.01670000033,0.016666667
0.8,1.0,35650.5,5.0,5.0,300.0,8.0,19.0,0.966666667,0.016666667,0.016666667
0.85,0.0,35750.5,5.0,5.0,300.0,8.0,44.55,0.0,0.0,1.0
0.85,0.05,35850.5,5.0,5.0,300.0,8.0,42.24,3.333333e-05,0.0,0.99996666667
0.85,0.1,35950.5,5.0,5.0,300.0,8.0,44.52,0.00043333333000000003,0.0,0.9995666666699999
0.85,0.15,36050.5,5.0,5.0,300.0,8.0,46.54,0.00160000001,0.0,0.99839999999
0.85,0.2,36150.5,5.0,5.0,300.0,8.0,48.31,0.014433333329999999,0.0002,0.98536666668
0.85,0.25,36250.5,5.0,5.0,300.0,8.0,45.87,0.36610000005000004,0.00636666675,0.6275333334
0.85,0.3,36350.5,5.0,5.0,300.0,8.0,22.69,0.9036333335100001,0.01573333361,0.08063333351
0.85,0.35,36450.5,5.0,5.0,300.0,8.0,19.14,0.9630666669,0.01663333366,0.020300000250000002
0.85,0.4,36550.5,5.0,5.0,300.0,8.0,19.16,0.96600000028,0.01666666699,0.01733333362
0.85,0.45,36650.5,5.0,5.0,300.0,8.0,19.0,0.9663666669500001,0.01670000033,0.01693333364
0.85,0.5,36750.5,5.0,5.0,300.0,8.0,19.0,0.96653333365,0.016666667,0.016800000319999998
0.85,0.55,36850.5,5.0,5.0,300.0,8.0,19.0,0.966666667,0.016666667,0.016666667
0.85,0.6,36950.5,5.0,5.0,300.0,8.0,19.0,0.966666667,0.016666667,0.016666667
0.85,0.65,37050.5,5.0,5.0,300.0,8.0,19.0,0.96663333366,0.016666667,0.01670000033
0.85,0.7,37150.5,5.0,5.0,300.0,8.0,19.0,0.96663333366,0.016666667,0.01670000033
0.85,0.75,37250.5,5.0,5.0,300.0,8.0,19.0,0.96660000032,0.01670000033,0.01670000033
0.85,0.8,37350.5,5.0,5.0,300.0,8.0,19.0,0.966666667,0.016666667,0.016666667
0.85,0.85,37450.5,5.0,5.0,300.0,8.0,19.0,0.966666667,0.016666667,0.016666667
0.85,0.9,37550.5,5.0,5.0,300.0,8.0,19.0,0.966666667,0.016666667,0.016666667
0.85,0.95,37650.5,5.0,5.0,300.0,8.0,19.0,0.966666667,0.016666667,0.016666667
0.85,1.0,37750.5,5.0,5.0,300.0,8.0,19.0,0.96663333366,0.016666667,0.01670000033
0.9,0.0,37850.5,5.0,5.0,300.0,8.0,40.21,3.333333e-05,0.0,0.99996666667
0.9,0.05,37950.5,5.0,5.0,300.0,8.0,43.29,0.0,0.0,1.0
0.9,0.1,38050.5,5.0,5.0,300.0,8.0,42.8,3.333333e-05,0.0,0.99996666667
0.9,0.15,38150.5,5.0,5.0,300.0,8.0,44.42,0.00116666667,0.0,0.9988333333299999
0.9,0.2,38250.5,5.0,5.0,300.0,8.0,48.97,0.00933333332,0.00023333331,0.9904333333399999
0.9,0.25,38350.5,5.0,5.0,300.0,8.0,46.57,0.37113333337,0.006266666739999999,0.6226000000799999
0.9,0.3,38450.5,5.0,5.0,300.0,8.0,24.4,0.88650000017,0.01516666692,0.09833333353000001
0.9,0.35,38550.5,5.0,5.0,300.0,8.0,19.53,0.95943333359,0.01656666698,0.02400000028
0.9,0.4,38650.5,5.0,5.0,300.0,8.0,19.0,0.96596666696,0.016666667,0.01736666697
0.9,0.45,38750.5,5.0,5.0,300.0,8.0,19.0,0.9663666669600001,0.016733333660000002,0.01690000031
0.9,0.5,38850.5,5.0,5.0,300.0,8.0,19.0,0.96660000032,0.016666667,0.016733333660000002
0.9,0.55,38950.5,5.0,5.0,300.0,8.0,19.0,0.96663333366,0.016666667,0.01670000033
0.9,0.6,39050.5,5.0,5.0,300.0,8.0,19.0,0.96663333366,0.016666667,0.01670000033
0.9,0.65,39150.5,5.0,5.0,300.0,8.0,19.0,0.966666667,0.016666667,0.016666667
0.9,0.7,39250.5,5.0,5.0,300.0,8.0,19.0,0.96663333366,0.01670000033,0.016666667
0.9,0.75,39350.5,5.0,5.0,300.0,8.0,19.0,0.966666667,0.016666667,0.016666667
0.9,0.8,39450.5,5.0,5.0,300.0,8.0,19.0,0.966666667,0.016666667,0.016666667
0.9,0.85,39550.5,5.0,5.0,300.0,8.0,19.0,0.966666667,0.016666667,0.016666667
0.9,0.9,39650.5,5.0,5.0,300.0,8.0,19.0,0.966666667,0.016666667,0.016666667
0.9,0.95,39750.5,5.0,5.0,300.0,8.0,19.0,0.966666667,0.016666667,0.016666667
0.9,1.0,39850.5,5.0,5.0,300.0,8.0,19.0,0.966666667,0.016666667,0.016666667
0.95,0.0,39950.5,5.0,5.0,300.0,8.0,42.93,0.0,0.0,1.0
0.95,0.05,40050.5,5.0,5.0,300.0,8.0,43.35,3.333333e-05,0.0,0.99996666667
0.95,0.1,40150.5,5.0,5.0,300.0,8.0,44.14,0.0,0.0,1.0
0.95,0.15,40250.5,5.0,5.0,300.0,8.0,42.69,0.00086666667,0.0,0.99913333333
0.95,0.2,40350.5,5.0,5.0,300.0,8.0,51.02,0.00896666668,0.00026666665,0.99076666667
0.95,0.25,40450.5,5.0,5.0,300.0,8.0,46.47,0.39696666667999997,0.00700000007,0.59603333337
0.95,0.3,40550.5,5.0,5.0,300.0,8.0,23.4,0.89540000013,0.01556666694,0.08903333353000001
0.95,0.35,40650.5,5.0,5.0,300.0,8.0,19.81,0.95693333357,0.01646666697,0.02660000026
0.95,0.4,40750.5,5.0,5.0,300.0,8.0,19.09,0.96606666694,0.01666666699,0.01726666697
0.95,0.45,40850.5,5.0,5.0,300.0,8.0,19.0,0.96640000031,0.016666667,0.01693333365
0.95,0.5,40950.5,5.0,5.0,300.0,8.0,19.0,0.96653333364,0.016666667,0.016800000319999998
0.95,0.55,41050.5,5.0,5.0,300.0,8.0,19.0,0.96660000032,0.01670000033,0.01670000033
0.95,0.6,41150.5,5.0,5.0,300.0,8.0,19.0,0.966666667,0.016666667,0.016666667
0.95,0.65,41250.5,5.0,5.0,300.0,8.0,19.0,0.966666667,0.016666667,0.016666667
0.95,0.7,41350.5,5.0,5.0,300.0,8.0,19.0,0.966666667,0.016666667,0.016666667
0.95,0.75,41450.5,5.0,5.0,300.0,8.0,19.0,0.966666667,0.016666667,0.016666667
0.95,0.8,41550.5,5.0,5.0,300.0,8.0,19.0,0.966666667,0.016666667,0.016666667
0.95,0.85,41650.5,5.0,5.0,300.0,8.0,19.0,0.966666667,0.016666667,0.016666667
0.95,0.9,41750.5,5.0,5.0,300.0,8.0,19.0,0.966666667,0.016666667,0.016666667
0.95,0.95,41850.5,5.0,5.0,300.0,8.0,19.0,0.966666667,0.016666667,0.016666667
0.95,1.0,41950.5,5.0,5.0,300.0,8.0,19.0,0.96663333366,0.01670000033,0.016666667
1.0,0.0,42050.5,5.0,5.0,300.0,8.0,42.04,0.0,0.0,1.0
1.0,0.05,42150.5,5.0,5.0,300.0,8.0,41.21,0.0,0.0,1.0
1.0,0.1,42250.5,5.0,5.0,300.0,8.0,43.53,0.0,0.0,1.0
1.0,0.15,42350.5,5.0,5.0,300.0,8.0,45.33,0.0001,0.0,0.9998999999999999
1.0,0.2,42450.5,5.0,5.0,300.0,8.0,49.46,0.02463333332,0.00056666666,0.9748
1.0,0.25,42550.5,5.0,5.0,300.0,8.0,46.5,0.36730000005,0.00660000007,0.62610000008
1.0,0.3,42650.5,5.0,5.0,300.0,8.0,21.8,0.9000000001499999,0.01576666692,0.08423333355000001
1.0,0.35,42750.5,5.0,5.0,300.0,8.0,19.43,0.9566666668899999,0.01650000031,0.02683333359
1.0,0.4,42850.5,5.0,5.0,300.0,8.0,19.0,0.96590000028,0.01663333366,0.01746666696
1.0,0.45,42950.5,5.0,5.0,300.0,8.0,19.0,0.9663666669700001,0.016666667,0.01696666698
1.0,0.5,43050.5,5.0,5.0,300.0,8.0,19.0,0.96646666698,0.016666667,0.016866666989999998
1.0,0.55,43150.5,5.0,5.0,300.0,8.0,19.0,0.96656666698,0.01670000033,0.016733333660000002
1.0,0.6,43250.5,5.0,5.0,300.0,8.0,19.0,0.966666667,0.016666667,0.016666667
1.0,0.65,43350.5,5.0,5.0,300.0,8.0,19.0,0.966666667,0.016666667,0.016666667
1.0,0.7,43450.5,5.0,5.0,300.0,8.0,19.0,0.966666667,0.016666667,0.016666667
1.0,0.75,43550.5,5.0,5.0,300.0,8.0,19.0,0.96663333366,0.01670000033,0.016666667
1.0,0.8,43650.5,5.0,5.0,300.0,8.0,19.0,0.966666667,0.016666667,0.016666667
1.0,0.85,43750.5,5.0,5.0,300.0,8.0,19.0,0.966666667,0.016666667,0.016666667
1.0,0.9,43850.5,5.0,5.0,300.0,8.0,19.0,0.966666667,0.016666667,0.016666667
1.0,0.95,43950.5,5.0,5.0,300.0,8.0,19.0,0.966666667,0.016666667,0.016666667
1.0,1.0,44050.5,5.0,5.0,300.0,8.0,19.0,0.966666667,0.016666667,0.016666667
