[run number],initial-idea1-holders,initial-idea2-holders,number-of-individuals,average-connections-per-individual,threshold-idea1,threshold-idea2,[step],count turtles with [ Idea_state = 0 ] / count turtles,count turtles with [ Idea_state = 1 ] / count turtles,count turtles with [ Idea_state = 2 ] / count turtles
6,10,10,500,8,0.2,0.25,7,0.842,0.142,0.016
6,10,10,500,8,0.2,0.25,8,0.808,0.176,0.016
6,10,10,500,8,0.2,0.25,9,0.772,0.212,0.016
6,10,10,500,8,0.2,0.25,10,0.718,0.266,0.016
6,10,10,500,8,0.2,0.25,11,0.676,0.308,0.016
6,10,10,500,8,0.2,0.25,12,0.638,0.346,0.016
6,10,10,500,8,0.2,0.25,13,0.594,0.39,0.016
6,10,10,500,8,0.2,0.25,14,0.546,0.438,0.016
6,10,10,500,8,0.2,0.25,15,0.496,0.49,0.014
6,10,10,500,8,0.2,0.25,16,0.452,0.534,0.014
6,10,10,500,8,0.2,0.25,17,0.398,0.588,0.014
6,10,10,500,8,0.2,0.25,18,0.35,0.638,0.012
6,10,10,500,8,0.2,0.25,19,0.314,0.674,0.012
6,10,10,500,8,0.2,0.25,20,0.26,0.728,0.012
6,10,10,500,8,0.2,0.25,21,0.2,0.788,0.012
6,10,10,500,8,0.2,0.25,22,0.14,0.848,0.012
6,10,10,500,8,0.2,0.25,23,0.086,0.902,0.012
6,10,10,500,8,0.2,0.25,24,0.054,0.936,0.01
6,10,10,500,8,0.2,0.25,25,0.034,0.956,0.01
6,10,10,500,8,0.2,0.25,26,0.034,0.956,0.01
6,10,10,500,8,0.2,0.25,27,0.034,0.956,0.01
6,10,10,500,8,0.2,0.25,28,0.034,0.958,0.008
6,10,10,500,8,0.2,0.25,29,0.032,0.96,0.008
6,10,10,500,8,0.2,0.25,30,0.024,0.968,0.008
6,10,10,500,8,0.2,0.25,31,0.024,0.97,0.006
6,10,10,500,8,0.2,0.25,32,0.024,0.97,0.006
6,10,10,500,8,0.2,0.25,33,0.024,0.97,0.006
6,10,10,500,8,0.2,0.25,34,0.024,0.97,0.006
6,10,10,500,8,0.2,0.25,35,0.024,0.972,0.004
6,10,10,500,8,0.2,0.25,36,0.024,0.972,0.004
6,10,10,500,8,0.2,0.25,37,0.024,0.974,0.002
6,10,10,500,8,0.2,0.25,38,0.024,0.974,0.002
6,10,10,500,8,0.2,0.25,39,0.024,0.974,0.002
6,10,10,500,8,0.2,0.25,40,0.024,0.974,0.002
6,10,10,500,8,0.2,0.25,41,0.024,0.974,0.002
6,10,10,500,8,0.2,0.25,42,0.024,0.974,0.002
6,10,10,500,8,0.2,0.25,43,0.024,0.976,0
6,10,10,500,8,0.2,0.25,44,0.024,0.976,0
6,10,10,500,8,0.2,0.25,45,0.024,0.976,0
6,10,10,500,8,0.2,0.25,46,0.024,0.976,0
6,10,10,500,8,0.2,0.25,47,0.024,0.976,0
7,10,10,500,8,0.2,0.25,0,0.96,0.02,0.02
7,10,10,500,8,0.2,0.25,1,0.93,0.05,0.02
7,10,10,500,8,0.2,0.25,2,0.888,0.092,0.02
7,10,10,500,8,0.2,0.25,3,0.84,0.14,0.02
7,10,10,500,8,0.2,0.25,4,0.794,0.186,0.02
7,10,10,500,8,0.2,0.25,5,0.746,0.236,0.018
7,10,10,500,8,0.2,0.25,6,0.678,0.306,0.016
7,10,10,500,8,0.2,0.25,7,0.598,0.386,0.016
7,10,10,500,8,0.2,0.25,8,0.522,0.464,0.014
7,10,10,500,8,0.2,0.25,9,0.452,0.536,0.012
7,10,10,500,8,0.2,0.25,10,0.386,0.602,0.012
7,10,10,500,8,0.2,0.25,11,0.316,0.674,0.01
7,10,10,500,8,0.2,0.25,12,0.254,0.738,0.008
7,10,10,500,8,0.2,0.25,13,0.212,0.78,0.008
7,10,10,500,8,0.2,0.25,14,0.196,0.796,0.008
7,10,10,500,8,0.2,0.25,15,0.18,0.812,0.008
7,10,10,500,8,0.2,0.25,16,0.168,0.824,0.008
7,10,10,500,8,0.2,0.25,17,0.142,0.85,0.008
7,10,10,500,8,0.2,0.25,18,0.114,0.88,0.006
7,10,10,500,8,0.2,0.25,19,0.096,0.898,0.006
7,10,10,500,8,0.2,0.25,20,0.088,0.908,0.004
7,10,10,500,8,0.2,0.25,21,0.082,0.914,0.004
7,10,10,500,8,0.2,0.25,22,0.08,0.916,0.004
7,10,10,500,8,0.2,0.25,23,0.076,0.92,0.004
7,10,10,500,8,0.2,0.25,24,0.072,0.926,0.002
7,10,10,500,8,0.2,0.25,25,0.064,0.934,0.002
7,10,10,500,8,0.2,0.25,26,0.054,0.944,0.002
7,10,10,500,8,0.2,0.25,27,0.052,0.946,0.002
7,10,10,500,8,0.2,0.25,28,0.052,0.946,0.002
7,10,10,500,8,0.2,0.25,29,0.052,0.946,0.002
7,10,10,500,8,0.2,0.25,30,0.052,0.946,0.002
7,10,10,500,8,0.2,0.25,31,0.052,0.946,0.002
7,10,10,500,8,0.2,0.25,32,0.052,0.946,0.002
7,10,10,500,8,0.2,0.25,33,0.052,0.946,0.002
7,10,10,500,8,0.2,0.25,34,0.052,0.946,0.002
7,10,10,500,8,0.2,0.25,35,0.052,0.946,0.002
7,10,10,500,8,0.2,0.25,36,0.052,0.948,0
7,10,10,500,8,0.2,0.25,37,0.052,0.948,0
7,10,10,500,8,0.2,0.25,38,0.052,0.948,0
7,10,10,500,8,0.2,0.25,39,0.052,0.948,0
7,10,10,500,8,0.2,0.25,40,0.052,0.948,0
8,10,10,500,8,0.2,0.25,0,0.96,0.02,0.02
8,10,10,500,8,0.2,0.25,1,0.946,0.032,0.022
8,10,10,500,8,0.2,0.25,2,0.91,0.064,0.026
8,10,10,500,8,0.2,0.25,3,0.88,0.094,0.026
8,10,10,500,8,0.2,0.25,4,0.834,0.14,0.026
8,10,10,500,8,0.2,0.25,5,0.788,0.186,0.026
8,10,10,500,8,0.2,0.25,6,0.736,0.238,0.026
8,10,10,500,8,0.2,0.25,7,0.676,0.298,0.026
8,10,10,500,8,0.2,0.25,8,0.624,0.35,0.026
8,10,10,500,8,0.2,0.25,9,0.56,0.416,0.024
8,10,10,500,8,0.2,0.25,10,0.504,0.472,0.024
8,10,10,500,8,0.2,0.25,11,0.446,0.53,0.024
8,10,10,500,8,0.2,0.25,12,0.368,0.608,0.024
8,10,10,500,8,0.2,0.25,13,0.322,0.654,0.024
8,10,10,500,8,0.2,0.25,14,0.284,0.692,0.024
8,10,10,500,8,0.2,0.25,15,0.258,0.72,0.022
8,10,10,500,8,0.2,0.25,16,0.234,0.744,0.022
8,10,10,500,8,0.2,0.25,17,0.206,0.772,0.022
8,10,10,500,8,0.2,0.25,18,0.182,0.796,0.022
8,10,10,500,8,0.2,0.25,19,0.15,0.83,0.02
8,10,10,500,8,0.2,0.25,20,0.11,0.87,0.02
8,10,10,500,8,0.2,0.25,21,0.072,0.914,0.014
8,10,10,500,8,0.2,0.25,22,0.046,0.94,0.014
8,10,10,500,8,0.2,0.25,23,0.032,0.954,0.014
8,10,10,500,8,0.2,0.25,24,0.024,0.962,0.014
8,10,10,500,8,0.2,0.25,25,0.014,0.972,0.014
8,10,10,500,8,0.2,0.25,26,0,0.988,0.012
8,10,10,500,8,0.2,0.25,27,0,0.988,0.012
8,10,10,500,8,0.2,0.25,28,0,0.99,0.01
8,10,10,500,8,0.2,0.25,29,0,0.99,0.01
8,10,10,500,8,0.2,0.25,30,0,0.99,0.01
8,10,10,500,8,0.2,0.25,31,0,0.99,0.01
8,10,10,500,8,0.2,0.25,32,0,0.992,0.008
8,10,10,500,8,0.2,0.25,33,0,0.992,0.008
8,10,10,500,8,0.2,0.25,34,0,0.992,0.008
8,10,10,500,8,0.2,0.25,35,0,0.992,0.008
8,10,10,500,8,0.2,0.25,36,0,0.992,0.008
8,10,10,500,8,0.2,0.25,37,0,0.992,0.008
8,10,10,500,8,0.2,0.25,38,0,0.992,0.008
8,10,10,500,8,0.2,0.25,39,0,0.992,0.008
8,10,10,500,8,0.2,0.25,40,0,0.992,0.008
8,10,10,500,8,0.2,0.25,41,0,0.992,0.008
8,10,10,500,8,0.2,0.25,42,0,0.992,0.008
8,10,10,500,8,0.2,0.25,43,0,0.992,0.008
8,10,10,500,8,0.2,0.25,44,0,0.992,0.008
8,10,10,500,8,0.2,0.25,45,0,0.994,0.006
8,10,10,500,8,0.2,0.25,46,0,0.994,0.006
8,10,10,500,8,0.2,0.25,47,0,0.994,0.006
8,10,10,500,8,0.2,0.25,48,0,0.994,0.006
8,10,10,500,8,0.2,0.25,49,0,0.996,0.004
8,10,10,500,8,0.2,0.25,50,0,0.996,0.004
8,10,10,500,8,0.2,0.25,51,0,0.996,0.004
8,10,10,500,8,0.2,0.25,52,0,0.996,0.004
8,10,10,500,8,0.2,0.25,53,0,0.996,0.004
8,10,10,500,8,0.2,0.25,54,0,0.996,0.004
8,10,10,500,8,0.2,0.25,55,0,0.996,0.004
8,10,10,500,8,0.2,0.25,56,0,0.996,0.004
8,10,10,500,8,0.2,0.25,57,0,0.996,0.004
8,10,10,500,8,0.2,0.25,58,0,0.998,0.002
8,10,10,500,8,0.2,0.25,59,0,1,0
8,10,10,500,8,0.2,0.25,60,0,1,0
9,10,10,500,8,0.2,0.25,0,0.96,0.02,0.02
9,10,10,500,8,0.2,0.25,1,0.95,0.03,0.02
9,10,10,500,8,0.2,0.25,2,0.936,0.044,0.02
9,10,10,500,8,0.2,0.25,3,0.908,0.072,0.02
9,10,10,500,8,0.2,0.25,4,0.866,0.114,0.02
9,10,10,500,8,0.2,0.25,5,0.814,0.166,0.02
10,10,10,500,8,0.2,0.25,0,0.96,0.02,0.02
10,10,10,500,8,0.2,0.25,1,0.952,0.026,0.022
10,10,10,500,8,0.2,0.25,2,0.94,0.036,0.024
10,10,10,500,8,0.2,0.25,3,0.916,0.056,0.028
10,10,10,500,8,0.2,0.25,4,0.886,0.086,0.028
10,10,10,500,8,0.2,0.25,5,0.84,0.134,0.026
10,10,10,500,8,0.2,0.25,6,0.792,0.182,0.026
10,10,10,500,8,0.2,0.25,7,0.738,0.238,0.024
10,10,10,500,8,0.2,0.25,8,0.678,0.3,0.022
10,10,10,500,8,0.2,0.25,9,0.624,0.356,0.02
10,10,10,500,8,0.2,0.25,10,0.56,0.422,0.018
10,10,10,500,8,0.2,0.25,11,0.488,0.498,0.014
10,10,10,500,8,0.2,0.25,12,0.424,0.564,0.012
10,10,10,500,8,0.2,0.25,13,0.36,0.63,0.01
10,10,10,500,8,0.2,0.25,14,0.292,0.702,0.006
10,10,10,500,8,0.2,0.25,15,0.242,0.752,0.006
10,10,10,500,8,0.2,0.25,16,0.206,0.788,0.006
10,10,10,500,8,0.2,0.25,17,0.17,0.824,0.006
10,10,10,500,8,0.2,0.25,18,0.146,0.848,0.006
10,10,10,500,8,0.2,0.25,19,0.114,0.88,0.006
10,10,10,500,8,0.2,0.25,20,0.08,0.914,0.006
10,10,10,500,8,0.2,0.25,21,0.048,0.946,0.006
10,10,10,500,8,0.2,0.25,22,0.018,0.976,0.006
10,10,10,500,8,0.2,0.25,23,0.002,0.992,0.006
10,10,10,500,8,0.2,0.25,24,0,0.994,0.006
10,10,10,500,8,0.2,0.25,25,0,0.994,0.006
10,10,10,500,8,0.2,0.25,26,0,0.994,0.006
10,10,10,500,8,0.2,0.25,27,0,0.996,0.004
10,10,10,500,8,0.2,0.25,28,0,0.996,0.004
10,10,10,500,8,0.2,0.25,29,0,0.996,0.004
10,10,10,500,8,0.2,0.25,30,0,0.996,0.004
10,10,10,500,8,0.2,0.25,31,0,0.998,0.002
10,10,10,500,8,0.2,0.25,32,0,0.998,0.002
10,10,10,500,8,0.2,0.25,33,0,0.998,0.002
10,10,10,500,8,0.2,0.25,34,0,0.998,0.002
10,10,10,500,8,0.2,0.25,35,0,0.998,0.002
10,10,10,500,8,0.2,0.25,36,0,0.998,0.002
10,10,10,500,8,0.2,0.25,37,0,0.998,0.002
10,10,10,500,8,0.2,0.25,38,0,0.998,0.002
10,10,10,500,8,0.2,0.25,39,0,0.998,0.002
